"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"LST-SPCSWRDBAG-PARENT","","Kidplokio 2pc Space Gift Bundle Toy Sword and Superhero Cinch Bag  (2 Colors)","","Green","","","","Space Toys","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","20","(1) Galaxy Sword(1) Cinch Bag","","1.1","7.5","KPLGRNSWDB2PC","KPL2PCSS"
"MCN-FSABRA-1OZ-CLR-3","MCN-FREESOLE-PARENT","Freesole Shoe and Boot Repair Adhesive","Gear Aid","Clear","United States","","10410-552","","","","","","","","","Patented","8","5","(1) 1oz Freesole Shoe and Boot Repair Adhesive","","0.1","1","10410-552",""
"MCN-GARVXDCMRP-BNDL-AMZ","","GEAR AID Revivex Down Care Kit for Jackets and Sleeping Bags, with Down Cleaner and Repair Patches","","Standard","United States","","","","","","","","","","","Liquid","3","9","","","0.99","7","",""
"MCN-GARVXPCW-BNDL-AMZ","","GEAR AID Care Kit with Revivex Pro Cleaner and Revivex Wash-In Water Repellent","","Whites","United States","","","","","","","","","","","Plastic","2.5","8","","","1.7","2.5","",""
"MCN-GARVXPCWIWBP-BNDL-AMZ","","GEAR AID Care Kit with Revivex Pro Cleaner, Revivex Wash-In Water Repellent and Tenacious Tape Mini Patches","","Whites","United States","","","","","","","","","","","Plastic","2.5","8","","","1.74","2.5","",""
"MCN-MGA80ESRC-80-BLCK","","Gear Aid Elastic Shock 80 inch Repair Cord Outdoor Camping Hiking Kit - Black","Gear Aid","Black","United States","","MCNETT80650","","","","","","","","","Elastic","0.5","4","(1)- Gear Aid Elastic Repair Cord","","0.05","2.75","MCNETT80650",""
"MCN-HEROCLIPLRG-BLU-210014-401","","HEROCLIP Carabiner Clip and Hook (Large) for Camping, Backpack, Organization, and Garage (Blue)","","Blue Steel","United States","","","","","","","","","","Unisex","","5.24","4.1","","","0.2","0.2","210014-401",""
"MCN-HEROCLIPMINI-BLCKBLU-210011-923","","HEROCLIP Carabiner Clip and Hook (Mini) for Travel, Luggage, and Small Bags (Black & Blue)","","Black & Blue","China","","","Heroclip","","","","","","","Unisex","Aluminum","0.25","3","(1) Heroclip","","0.1","2","210011-923",""
"MCN-HEROCLIPSML-BLKRED-210012-922","","HEROCLIP Carabiner Clip and Hook (Small) for Purse, Stroller, and Backpack (Black with Red Hook)","","Black & Red","","","","","","","","","","","Unisex","Aluminum","0.25","3","","","0.1","2","210012-922",""
"MCN-MEMNORABC-2OZ-CLR-2","","Gear Aid Revivex Odor Eliminator, for Tents, Footwear and Sports Gear, 2 fl oz","Gear Aid","Clear","United States","","MNE2MZNEOODRREMV-189","","","","","","","","","liquid","2","5","(1) 2oz MiraZyme Odor Remover","","0.2","2","36132",""
"MCN-MGAZP-2E-BLCK","","GEAR AID Zipper Pulls, Set of 2","Gear Aid","Black","United States","","MCNETT80620","","","","","","","","","Plastic","0.5","5.5","(1)  Gear Aid Zipper Pulls","","0.1","2.75","MCNETT80620",""
"MCN-MOME2OZZCZCALWB-2O-CLR","","Zip Care Zipper Cleaner Lubricant Outdoor Camping and Hiking Repair","Gear Aid","Clear","United States","Repair Kit","MZCZL-1-719","","","","","","","","","Pattented","2","8","(1) Zip Care Zipper Cleaner & Lubricant","","0.22","5","MZCZL-1-719",""
"MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL","MCN-COMPACTTOWEL-PARENT","Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL","Gear Aid","Navy","China","","NBTowelXL-460","","","","","","","","","Microfiber","3","7","(1) X-Large Microfiber Towel
(1) Mesh Storage Bag","","0.64","2","NBTowelXL-460",""
"MCN-NIGLO-ORG1PK-91502","","GEAR AID Ni Glo, 2"" Glowing Keychain for Camping, SCUBA and Night Fishing, Orange","","Orange","China","","","","","","","","","","","Blend","2","0.5","(1) GEAR AID Ni Glo Keychain","","0.01","1","91502",""
"MCN-REFLTTAPEPATCH-GRY","","GEAR AID Tenacious Tape Reflective Patches for Safety, Jackets, Bike and Outdoor Gear, Various Sizes, Silver","","","","","","","","","","","","","","","1","7","","","0.05","5","10897",""
"MCN-SEAMGRIPFC-PARENT","","Gear Aid Seam Grip FC Fast Cure Sealant for Tents, Clear","","","United States","","","","","","","","","","","","","","","","","","",""
"MCN-SEAMGRIP-REPAIRKIT-PARENT","","GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear","","","United States","","","","","","","","","","","","","","","","","","",""
"MCN-TENTAPE-GEARPATCHES-PARENT","","Gear Aid Tenacious Tape Gear Patches for Jacket, Tent and Outerwear Repair, 3"" x 20""","","","United States","","","","","","","","","","","","","","","","","","",""
"MCN-TTAPE-SILNYLON-3X5","MCN-TTAPE-SILNYLON-3X5-PARENT","GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent and Tarp Repair, 3""x5""","","","United States","","","","","","","","","","","Plastic","","","","","","","10670",""
"NPT-135CKWAEFSAH-135-2","","13.5"" American Eagle Flag Collector Etched Blade Hunting Knife with Scabbard","ASR Outdoor","Red, White, Blue","United States","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","1.2","14","* (1) 13.5"" Knife* (1) Scabbard","","0.5","2.25","aNNEK-11-29",""
"NPT-6TOPWMNCKSNG-2PC-6-GRN","NPT-PARACORDNECKKNIFE-PARENT","6"" Paracord Wrapped Compact Neck Chain Knife with Sheath (Neon Green) Tactical Outdoor","ASR Outdoor","Green","","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","1","7","* (1) 6"" Compact Knife - Neon Green
* (1) Knife Sheathe","2","0.25","2","PWNCK-1",""
"NPT-ANIMALHUNTINGKNIFE-PARENT","","ASR Outdoor 13.5"" Collector's Hunting Knife with Animal Head Pommel","","","China","","","","","","","","","","","","1","14","","","0.75","3","67891",""
"NPT-AOFTSATWWH-11-BLCK","","Universal Full Tang Spiked Axe Tomahawk Wooden Handle Ultra Lightweight Tactical","","Black","China","","H-79-1","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","1045 Steel","2","12","(1) Tomahawk Axe","1","1.2","8","H-79-143",""
"NPT-ASRO-2IN1PARASHARKKNIFE-BLK","","ASR Outdoor 2 in 1 Stainless Steel Shark Full Tang Fixed Blade Survival Knife","","Black","","","","Stainless Steel Construction","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.25","6","(1) Pocket Knife","","0.15","2.75","KB232TWHWT",""
"NPT-ASRO-9IN1SURVIVALKNIFE-BLK","","ASR Outdoor 9 in 1 Multitool Folding Pocket Knife with G10 Handle, Black","","Black","","","","Stainless Steel Construction","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","1.75","5","(1) Multitool Folding Pocket Knife","","0.5","2","KB908CYWT",""
"NPT-ASTKUNAI-6PC","","ASR Outdoor 6 Piece 6.5 Inch Ninja Kunai Set Assorted Colors With Sheath Set","","Multi","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","1","6.5","(6) 6.5 Assorted Color Ninja Kunai","","0.5","2","6PCKUNAIASTSET",""
"NPT-BLKKNIFE-HWT268BK","","ASR Tactical Kwaiken Blade Full Tang Knife with Slim Kydex Sheath - Black","","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","8.5","(1) ASR Tactical Knife with Sheath","","0.34","2","HWT268BK",""
"NPT-CERAMICMICROSTRIKER-PARENT","","ASR Outdoor 2 Pack Fire Starter Micro Ceramic Ferro Rod Striker Create Sparks Emergency Survival Tool","","","USA","","","","Camping","","","","","","","Ceramic","1","1","","","0.1","1","ASRT-MST-1219-570",""
"NPT-DRAGONKNIVES-6PC","","ASR Tactical 9 inch Stainless Steel Silver Dragon Design Throwing Knives 6 Piece","ASR Tactical","Silver","China","Throwing","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","10","(6) Throwing Knives(1) Nylon Pouch","","1.65","4.5","6PCDRGKNSLV",""
"NPT-DROPPOINTKNIFE-PARENT","","ASR Tactical Full Tang Paracord Survival Knife with Sheath (Tanto or Drop Point)","","","China","","ASRT-MST-1219-570","","","","","","","","","","2","10.5","","","0.66","2.5","ASRT-MST-1219-570","ASRPCKN"
"NPT-EMSPOCKETKNIFE-ORG","","ASR Outdoor Camping EMS Emblem Pocket Knife Spring Assisted Serrated Tanto Blade Orange","ASR Outdoor","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","3CR13 Steel","0.5","8.4","(1) ASR Outdoor EMS Emblem Pocket Knife","","0.26","1","ASROEMSPKORG",""
"NPT-G11IFTHK-2PC","","ASR Outdoor 11 inch Full Tang Hunting Guthook Knife for Fishing Cleaning, Fixed Blade","","","United States","","GH_FT","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","2","15","(1) Guthook Full Tang Knife(1) Durable Nylon Sheath","","0.35","7","GH-PZ",""
"NPT-HDCAHWSB-2PC-STD-BLCK","","ASR Outdoor Heavy Duty Camp Axe Hatchet with Sheath- Survival Prep","ASR Outdoor","Black","China","","H-75","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","12","(1) Heavy Duty Axe(1) Protective Snap Sheath","2","1.5","3","H-7543",""
"NPT-HUNTKNF-AMWOLF-PARENT","","ASR Outdoor American Flag Fixed Blade Hunting Knife Patriotic Gift Wolf Design","","","China","","","","","","","","","","","","","","","","","","",""
"NPT-MINIKEYCHAINKNIFE-PARENT","","ASR Outdoor Mini Folding Key Chain Knife 2.75 Inch Pocket Blade Tool","ASR Outdoor","","China","","","","","","","","","","","3CR13 Steel","0.2","2.75","","","0.08","1.2","",""
"NPT-OPENRESCUEKNIFE-BLK","","ASR Outdoor 8.25 Inch Folding Rescue Knife with Belt Clip and Seat Belt Cutter - Black","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","1","5","(1) 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter","","0.3","1","ASROORKBLK",""
"NPT-OPENRESCUEKNIFE-SILVER","","ASR Outdoor 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter","ASR Outdoor","Silver","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","1","5","(1) 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter","","0.3","1","ASROORKSIL",""
"NPT-POCKETKNIFE-BLK","","ASR Outdoor 3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife","ASR Outdoor","Black","China","Pocket Knives","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","0.5","10","(1) Pocket Knife with Sheath and Fire Starter","","0.62","2","NPTPKFSBLK1",""
"NPT-POCKETKN-PARENT","","ASR Outdoor Styled Inlay Pocket Knife Steel Blade Thumb Assist Open Pocket Clip","ASR Outdoor","","China","","","","","","","","","","","","","","","","","","",""
